"g10-001","挨","アイ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-002","曖","アイ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-003","宛","","あ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-004","嵐","","あらし","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-005","畏","イ","おそ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-006","萎","イ","な","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-007","椅","イ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-008","彙","イ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-009","咽","イン","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-010","淫","イン","みだ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-011","唄","","うた","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-012","鬱","ウツ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-013","怨","エン;オン","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-014","艶","エン","つや","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-015","旺","オウ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-016","臆","オク","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-017","俺","","おれ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-018","苛","カ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-019","牙","ガ;ゲ","きば","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-020","瓦","ガ","かわら","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-021","楷","カイ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-022","潰","カイ","つぶ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-023","諧","カイ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-024","崖","ガイ","がけ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-025","蓋","ガイ","ふた","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g10-026","骸","ガイ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
