"g7-001","握","アク","にぎ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-002","扱","","あつか","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-003","依","イ;エ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-004","威","イ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-005","為","イ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-006","偉","イ","えら","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-007","維","イ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-008","緯","イ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-009","壱","イチ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-010","芋","","いも","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-011","陰","イン","かげ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-012","隠","イン","かく","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-013","影","エイ","かげ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-014","鋭","エイ","するど","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-015","超","エツ","こ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-016","援","エン","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-017","煙","エン","けむり;けむ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-018","鉛","エン","なまり","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-019","縁","エン","ふち","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-020","汚","オ","けが;よご;きたな","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-021","押","オウ","お","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-022","奥","オウ","おく","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-023","憶","オク","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-024","菓","カ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-025","暇","カ","ひま","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-026","箇","カ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-027","雅","ガ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-028","介","カイ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-029","戒","カイ","いまし","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-030","皆","カイ","みな","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-031","壊","カイ","こわ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-032","較","カク","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-033","獲","カク","え","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-034","刈","","か","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-035","甘","カン","あま","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-036","汗","カン","あせ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-037","乾","カン","かわ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-038","勧","カン","すす","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-039","歓","カン","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-040","監","カン","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-041","環","カン","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-042","鑑","カン","かんが","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-043","含","ガン","ふく","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-044","奇","キ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-045","祈","キ","いの","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-046","鬼","キ","おに","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-047","幾","キ","いく","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-048","輝","キ","かがや","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-049","儀","ギ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-050","戯","ギ","たわむ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-051","詰","キツ","つ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-052","却","キャク","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-053","脚","キャク;キャ","あし","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-054","及","キュウ","およ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-055","丘","キュウ","おか","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-056","朽","キュウ","く","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-057","巨","キョ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-058","拠","キョ;コ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-059","距","キョ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-060","御","ギョ;ゴ","おん","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-061","凶","キョウ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-062","叫","キョウ","さけ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-063","狂","キョウ","くる","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-064","況","キョウ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-065","狭","キョウ","せま;せば","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-066","恐","キョウ","おそ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-067","響","キョウ","ひび","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-068","驚","キョウ","おどろ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-069","仰","ギョウ;コウ","あお;おお","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-070","駆","ク","か","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-071","屈","クツ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-072","掘","クツ","ほ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-073","繰","","く","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-074","恵","ケイ;エ","めぐ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-075","傾","ケイ","かたむ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-076","継","ケイ","つ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-077","迎","ゲイ","むか","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-078","撃","ゲキ","う","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-079","肩","ケン","かた","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-080","兼","ケン","か","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-081","剣","ケン","つるぎ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-082","軒","ケン","のき","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-083","圏","ケン","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-084","堅","ケン","かた","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-085","遣","ケン","つか","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-086","玄","ゲン","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-087","枯","コ","か","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-088","誇","コ","ほこ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-089","鼓","コ","つづみ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-090","互","ゴ","たが","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-091","抗","コウ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-092","攻","コウ","せ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-093","更","コウ","さら;ふ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-094","恒","コウ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-095","荒","コウ","あら;あ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-096","項","コウ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-097","稿","コウ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-098","豪","ゴウ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-099","込","","こ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-100","婚","コン","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-101","鎖","サ","くさり","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-102","彩","サイ","いろど","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-103","歳","サイ;セイ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-104","載載","サイ","の","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-105","剤","ザイ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-099","咲","","さ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-106","惨","サン;ザン","みじ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-099","旨","シ","むね","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-107","伺","シ","うかが","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-099","刺","シ","さ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-108","脂","シ","あぶら","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-109","紫","シ","むらさき","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-110","雌","シ","めす;め","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-111","執","シッ;シツ;シュウ","と","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-112","芝","","しば","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-113","斜","シャ","なな","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-114","煮","シャ","に","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-115","釈","シャク","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-116","寂","ジャク;セキ","さび","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-117","朱","シュ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-118","狩","シュ","か","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-119","趣","シュ","おもむき","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-120","需","ジュ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-121","舟","シュウ","ふね;ふな","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-122","秀","シュウ","ひい","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-123","襲","シュウ","おそ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-124","柔","ジュウ;ニュウ","やわ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-125","獣","ジュウ","けもの","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-126","瞬","シュン","またた","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-127","旬","ジュン;シュン","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-128","巡","ジュン","めぐ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-129","盾","ジュン","たて","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-130","召","ショウ","め","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-099","床","ショウ","とこ;ゆか","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-131","沼","ショウ","ぬま","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-132","称","ショウ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-133","詳","ショウ","くわ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-134","丈","ジョウ","たけ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-135","畳","ジョウ","たたみ;たた","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-136","殖","ショク","ふ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-137","飾","ショク","かざ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-137","触","ショク","ふ;さわ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-138","侵","シン","おか","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-139","振","シン","ふ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-140","浸","シン","ひた","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-141","寝","シン","ね","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-142","慎","シン","つつし","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-143","震","シン","ふる","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-099","薪","シン","たきぎ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-145","尽","ジン","つ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-146","陣","ジン","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-147","尋","ジン","たず","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-148","吹","スイ","ふ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-149","是","ゼ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-150","姓","セイ;ショウ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-151","征","セイ","","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-152","跡","セキ","あと","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-153","占","セン","し;うらな","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-154","扇","セン","おうぎ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-155","鮮","セン","あざ","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
"g7-156","訴","ソ","うった","かずのはじめ・ひとつ","りんごが 一（ひと）つ ある。"
